ID,STATE,REG_PARTY,REG_START,REG_END,ELITE_NAME,ELITE_FEMALE,ELITE_OCCUPATION,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_REENTER,ELITE_REEXIT,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE
399,Niger,Supreme Council for the Restoration of Democracy (CSRD),2010,2011,"Goukoye, COL Abdoulkarim",M,Military intelligence,na,na,2010,2011,1,Regime Change,na
400,Norway,Nasjonal Samling (NS),1942,1945,"Blehr, Eivind",M,Lawyer,1881,1957,1942,1944,2,Expulsion,No Punishment
401,Norway,Nasjonal Samling (NS),1942,1945,"Fretheim, Thorstein",M,Veterinarian,1886,1971,1944,1945,1,Resignation,No Punishment
402,Norway,Nasjonal Samling (NS),1942,1945,"Fuglesang, Rolf",M,Lawyer,1909,1988,1942,1945,2,Regime Change,na
403,Norway,Nasjonal Samling (NS),1942,1945,"Hagelin, Albert",M,Businessperson,1881,1946,1942,1944,2,Resignation,No Punishment
404,Norway,Nasjonal Samling (NS),1942,1945,"Hirsch, Per Einars?n von",M,Lawyer,1902,1987,1945,1945,0,Regime Change,na
405,Norway,Nasjonal Samling (NS),1942,1945,"Hustad, Tormod",M,Architect,1889,1973,1942,1944,2,Expulsion,No Punishment
406,Norway,Nasjonal Samling (NS),1942,1945,"Irgens, Kjeld Stub",M,Sea captain,1879,1963,1942,1944,2,Expulsion,No Punishment
407,Norway,Nasjonal Samling (NS),1942,1945,"Laurantzon, Trygve",M,Newspaper editor,1902,1975,1945,1945,0,Regime Change,na
408,Norway,Nasjonal Samling (NS),1942,1945,"Lie, Jonas",M,Police superintendant,1899,1945,1942,1945,3,Regime Change,na
409,Norway,Nasjonal Samling (NS),1942,1945,"Lippestad, Johan Andreas",M,Businessperson,1902,1961,1942,1945,3,Regime Change,na
410,Norway,Nasjonal Samling (NS),1942,1945,"Lunde, Gulbrand",M,Chemist,1901,1942,1942,1942,0,Death,na
411,Norway,Nasjonal Samling (NS),1942,1945,"Lundesgaard, ?rnulf",M,Dentist,1908,2002,1944,1945,0,Regime Change,na
412,Norway,Nasjonal Samling (NS),1942,1945,"Prytz, Frederick",M,Businessperson,1878,1945,1942,1945,3,Death,na
413,Norway,Nasjonal Samling (NS),1942,1945,"Quisling, Vidkun",M,Military officer,1887,1945,1942,1945,3,Regime Change,na
414,Norway,Nasjonal Samling (NS),1942,1945,"Riisnës, Sverre",M,Prosecutor,1897,1988,1942,1945,3,Regime Change,na
415,Norway,Nasjonal Samling (NS),1942,1945,"Skancke, Ragner",M,Professor,1890,1948,1942,1945,3,Regime Change,na
416,Norway,Nasjonal Samling (NS),1942,1945,"Skarphagen, Hans",M,Engineer,1888,1971,1944,1945,1,Regime Change,na
417,Norway,Nasjonal Samling (NS),1942,1945,"Stang, Axel",M,Businessperson,1904,1974,1942,1945,3,Regime Change,na
418,Norway,Nasjonal Samling (NS),1942,1945,"Vasbotten, Arnvid",M,Judge,1903,1985,1944,1945,0,Regime Change,na
419,Norway,Nasjonal Samling (NS),1942,1945,"Whist, Alf",M,Businessperson,1880,1962,1943,1945,1,Regime Change,na
420,Poland,Polish United Workers' Party (PZPR),1944,1989,"Babiuch, Edward",M,Party functionary,1927,na,1970,1980,9,Demotion,No Punishment
421,Poland,Polish United Workers' Party (PZPR),1944,1989,"Baka, W?adys?aw",M,Professor,1936,na,1988,1989,1,Regime Change,na
422,Poland,Polish United Workers' Party (PZPR),1944,1989,"Balicki, Zdis?aw",M,Economist,1930,1995,1988,1989,0,Regime Change,na
423,Poland,Polish United Workers' Party (PZPR),1944,1989,"Barcikowski, Kazimierz",M,Party functionary,1927,2007,1971,1989,17,Resignation,No Punishment
424,Poland,Polish United Workers' Party (PZPR),1944,1989,"Bary?a, J¢zef",M,Glassworks laborer,1924,na,1986,1988,2,Demotion,No Punishment
425,Poland,Polish United Workers' Party (PZPR),1944,1989,"Bejger, Stanis?aw",M,Economist,1929,na,1982,1988,5,Demotion,No Punishment
426,Poland,Polish United Workers' Party (PZPR),1944,1989,"Berman, Jakub",M,Party functionary,1901,1984,1945,1956,10,Resignation,No Punishment
427,Poland,Polish United Workers' Party (PZPR),1944,1989,"Bierut, Boles?aw",M,Party functionary,1892,1956,1948,1956,7,Death,na
428,Poland,Polish United Workers' Party (PZPR),1944,1989,"Che?chowski, Hilary",M,Carpenter,1908,1983,1954,1956,2,Resignation,No Punishment
429,Poland,Polish United Workers' Party (PZPR),1944,1989,"Ciosek, Stanis?aw",M,Party functionary,1939,na,1988,1988,0,Demotion,No Punishment
430,Poland,Polish United Workers' Party (PZPR),1944,1989,"Cyrankiewicz, Jozef",M,Party functionary,1911,1989,1948,1971,22,Demotion,No Punishment
431,Poland,Polish United Workers' Party (PZPR),1944,1989,"Czechowicz, Tadeusz",M,Textile engineer,1935,na,1981,1986,4,Demotion,No Punishment
432,Poland,Polish United Workers' Party (PZPR),1944,1989,"Czyrek, J¢zef",M,Economist,1928,2013,1981,1989,7,Regime Change,No Punishment
433,Poland,Polish United Workers' Party (PZPR),1944,1989,"Dworakowski, W?adys?aw",M,Locksmith,1908,1976,1952,1956,4,Resignation,No Punishment
434,Poland,Polish United Workers' Party (PZPR),1944,1989,"Ferensztajn, Bogumil",M,Engineer,1934,1996,1986,1987,1,Demotion,No Punishment
435,Poland,Polish United Workers' Party (PZPR),1944,1989,"Fiszbach, Tadeusz",M,Academic lecturer,1935,na,1980,1981,0,Demotion,No Punishment
436,Poland,Polish United Workers' Party (PZPR),1944,1989,"Gabry?, Gerard",M,Miner,1933,na,1981,1981,0,Demotion,No Punishment
437,Poland,Polish United Workers' Party (PZPR),1944,1989,"Gierek, Edward",M,Coal miner,1913,2001,1956,1956,0,Resignation,No Punishment
438,Poland,Polish United Workers' Party (PZPR),1944,1989,"Gierek, Edward",M,Coal miner,1913,2001,1959,1980,21,Resignation,No Punishment
439,Poland,Polish United Workers' Party (PZPR),1944,1989,"G?¢wczyk, Jan",M,Journalist,1927,2004,1981,1988,7,Demotion,No Punishment
440,Poland,Polish United Workers' Party (PZPR),1944,1989,"Gomu?ka, W?adys?aw",M,Refinery worker,1905,1982,1945,1948,2,Expulsion,Incarceration
441,Poland,Polish United Workers' Party (PZPR),1944,1989,"Gomu?ka, W?adys?aw",M,Refinery worker,1905,1982,1956,1970,14,Resignation,No Punishment
442,Poland,Polish United Workers' Party (PZPR),1944,1989,"Gorywoda, Manfred",M,Economist,1942,na,1987,1989,1,Regime Change,na
443,Poland,Polish United Workers' Party (PZPR),1944,1989,"Grabski, Tadeusz",M,Construction directing manager,1929,1998,1980,1981,0,Resignation,No Punishment
444,Poland,Polish United Workers' Party (PZPR),1944,1989,"Grudzie?, Zdzis?aw",M,Miner,1924,1982,1971,1980,8,Demotion,No Punishment
445,Poland,Polish United Workers' Party (PZPR),1944,1989,"Grzyb, Zofia",F,Factory worker,1928,na,1981,1986,4,Demotion,No Punishment
446,Poland,Polish United Workers' Party (PZPR),1944,1989,"Ho?dakowski, Marek",M,Economist,1938,1991,1988,1989,0,Regime Change,na
447,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jab?o?ski, Henryk",M,Professor,1909,2003,1970,1981,10,Demotion,No Punishment
448,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jagielski, Mieczys?aw",M,Agronomist,1924,1997,1964,1981,17,Demotion,No Punishment
449,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jaszczuk, Boles?aw",M,Electrician,1913,1990,1964,1970,6,Demotion,No Punishment
450,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jaroszewicz, Piotr",M,Teacher,1909,1992,1964,1980,15,Demotion,No Punishment
451,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jaruzelski, Wojciech",M,Military officer,1923,2014,1970,1989,18,Regime Change,No Punishment
452,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jedrychowski, Stafan",M,Economist,1910,1996,1956,1971,15,Demotion,No Punishment
453,Poland,Polish United Workers' Party (PZPR),1944,1989,"Jozwiak-Witold, Franciszek",M,Military officer,1895,1966,1948,1956,8,Demotion,No Punishment
454,Poland,Polish United Workers' Party (PZPR),1944,1989,"Ka?kus, Stanis?aw",M,Turner,1932,2009,1982,1986,3,Demotion,No Punishment
455,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kania, Stanis?aw",M,Worker,1927,na,1971,1981,9,Resignation,No Punishment
456,Poland,Polish United Workers' Party (PZPR),1944,1989,"Karkoszka, Alojzy",M,Civil engineer,1929,2001,1980,1980,0,Demotion,No Punishment
457,Poland,Polish United Workers' Party (PZPR),1944,1989,"K?pa, J¢zef",M,Historian,1928,1998,1970,1980,9,Demotion,No Punishment
458,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kiszczak, Czes?aw",M,Military officer,1925,2015,1982,1989,7,Regime Change,na
459,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kliszko, Zenon",M,Lawyer,1908,1989,1959,1970,11,Demotion,No Punishment
460,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kocio?ek, Stanis?aw",M,Sociologist,1933,2015,1968,1971,2,Resignation,No Punishment
461,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kowalczyk, Stanis?aw",M,Metallurgical engineer,1924,1998,1973,1980,0,Demotion,No Punishment
462,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kruczek, W?adys?aw",M,Party functionary,1910,2003,1968,1980,12,Demotion,No Punishment
463,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kruk, W?adys?aw",M,Agronomist,1931,1996,1980,1981,0,Demotion,No Punishment
464,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kubasiewicz, Janusz",M,Party functionary,1938,na,1989,1989,-1,Regime Change,na
465,Poland,Polish United Workers' Party (PZPR),1944,1989,"Kubiak, Hieronim",M,Academic lecturer,1934,na,1981,1986,4,Demotion,No Punishment
466,Poland,Polish United Workers' Party (PZPR),1944,1989,"?ab?cki, Jan",M,Shipyard worker,1943,na,1981,1982,0,Resignation,No Punishment
467,Poland,Polish United Workers' Party (PZPR),1944,1989,"Loga-Sowinski, Ignacy",M,Bricklayer,1914,1992,1956,1971,14,Resignation,No Punishment
468,Poland,Polish United Workers' Party (PZPR),1944,1989,"Lubowska, Iwona",F,Teacher,1941,na,1988,1989,0,Regime Change,na
469,Poland,Polish United Workers' Party (PZPR),1944,1989,"?ukaszewica, Jerzy",M,Party functionary,1931,1983,1975,1980,4,Demotion,No Punishment
470,Poland,Polish United Workers' Party (PZPR),1944,1989,"Masny, J¢zef",M,Forester,1930,2003,1981,1981,0,Demotion,No Punishment
471,Poland,Polish United Workers' Party (PZPR),1944,1989,"Matuszewski, Stefan",M,Academic,1905,1985,1948,1954,5,Demotion,No Punishment
472,Poland,Polish United Workers' Party (PZPR),1944,1989,"Mazur (Horodenko), Franciszek",M,Party functionary,1895,1975,1948,1956,7,Demotion,No Punishment
473,Poland,Polish United Workers' Party (PZPR),1944,1989,"Messner, Zbigniew",M,Professor,1929,2014,1981,1988,7,Demotion,No Punishment
474,Poland,Polish United Workers' Party (PZPR),1944,1989,"Micha?ek, Zbigniew",M,Party functionary,1938,na,1986,1989,2,Regime Change,na
475,Poland,Polish United Workers' Party (PZPR),1944,1989,"Milewski, Miros?aw",M,Soldier,1928,2008,1981,1985,3,Resignation,No Punishment
476,Poland,Polish United Workers' Party (PZPR),1944,1989,"Minc, Hilary",M,Economist,1905,1974,1945,1956,10,Resignation,No Punishment
477,Poland,Polish United Workers' Party (PZPR),1944,1989,"Miodowicz, Alfred",M,Metallurgy worker,1929,na,1986,1989,2,Regime Change,No Punishment
478,Poland,Polish United Workers' Party (PZPR),1944,1989,"Moczar, Mieczys?aw",M,Factory worker,1913,1986,1968,1971,3,Demotion,No Punishment
479,Poland,Polish United Workers' Party (PZPR),1944,1989,"Moczar, Mieczys?aw",M,Factory worker,1913,1986,1980,1981,0,Demotion,No Punishment
480,Poland,Polish United Workers' Party (PZPR),1944,1989,"Mokrzyszczak, W?odzimierz",M,Engineer,1938,na,1981,1988,6,Demotion,No Punishment
481,Poland,Polish United Workers' Party (PZPR),1944,1989,"Morawski, Jerzy",M,Party functionary,1918,2012,1956,1960,4,Demotion,No Punishment
482,Poland,Polish United Workers' Party (PZPR),1944,1989,"Mura?ski, Zygmunt",M,Party functionary,1952,na,1986,1988,2,Demotion,No Punishment
483,Poland,Polish United Workers' Party (PZPR),1944,1989,"Ney, Roman",M,Academic lecturer,1931,na,1980,1981,0,Demotion,No Punishment
484,Poland,Polish United Workers' Party (PZPR),1944,1989,"Nowak, Roman",M,Locksmith,1900,1980,1956,1956,0,Resignation,No Punishment
485,Poland,Polish United Workers' Party (PZPR),1944,1989,"Nowak, Zenon",M,Laborer,1905,1980,1950,1956,6,Resignation,No Punishment
486,Poland,Polish United Workers' Party (PZPR),1944,1989,"Ochab, Edward",M,Bookkeeper,1906,1989,1948,1968,19,Resignation,No Punishment
487,Poland,Polish United Workers' Party (PZPR),1944,1989,"Olszowski, Stafan",M,Party functionary,1931,na,1970,1980,9,Demotion,No Punishment
488,Poland,Polish United Workers' Party (PZPR),1944,1989,"Olszowski, Stafan",M,Party functionary,1931,na,1980,1985,5,Resignation,No Punishment
489,Poland,Polish United Workers' Party (PZPR),1944,1989,"Opa?ko, Stanis?aw",M,Factory worker,1911,1993,1981,1986,4,Demotion,No Punishment
490,Poland,Polish United Workers' Party (PZPR),1944,1989,"Orzechowski, Marian",M,Academic lecturer,1931,na,1983,1989,5,Regime Change,na
491,Poland,Polish United Workers' Party (PZPR),1944,1989,"Pi?kowski, J¢zef",M,Economist,1929,2000,1980,1981,1,Resignation,No Punishment
492,Poland,Polish United Workers' Party (PZPR),1944,1989,"Por?bski, Tadeusz",M,Professor,1931,2001,1981,1988,7,Demotion,No Punishment
493,Poland,Polish United Workers' Party (PZPR),1944,1989,"Pyka, Tadeusz",M,Economist,1930,2009,1980,1980,0,Demotion,No Punishment
494,Poland,Polish United Workers' Party (PZPR),1944,1989,"Pyrkosz, Wiktor",M,Textile engineer,1941,na,1988,1989,0,Regime Change,na
495,Poland,Polish United Workers' Party (PZPR),1944,1989,"Radkiewicz, Stanis?aw",M,Farm laborer,1903,1987,1945,1956,10,Resignation,No Punishment
496,Poland,Polish United Workers' Party (PZPR),1944,1989,"Rakowski, Mieczys?aw",M,Factory worker,1926,2008,1987,1989,1,Regime Change,na
497,Poland,Polish United Workers' Party (PZPR),1944,1989,"Rapacki, Adam",M,Economist,1909,1970,1948,1968,19,Demotion,No Punishment
498,Poland,Polish United Workers' Party (PZPR),1944,1989,"Rembisz, Gabriela",F,Factory technician,1937,na,1986,1989,2,Regime Change,na
499,Poland,Polish United Workers' Party (PZPR),1944,1989,"Reykowski, Janusz",M,"Psychologist, academic lecturer",1929,na,1988,1989,0,Regime Change,na
500,Poland,Polish United Workers' Party (PZPR),1944,1989,"Rokossovsky, Konstantin",M,Stonemason,1896,1968,1950,1956,6,Demotion,No Punishment
501,Poland,Polish United Workers' Party (PZPR),1944,1989,"Romanik, Jerzy",M,Miner,1931,na,1981,1986,4,Demotion,No Punishment
502,Poland,Polish United Workers' Party (PZPR),1944,1989,"Siwak, Albin",M,Bricklayer,1933,na,1981,1986,4,Demotion,No Punishment
503,Poland,Polish United Workers' Party (PZPR),1944,1989,"Siwicki, Florian",M,Soldier,1925,2013,1981,1989,7,Regime Change,na
504,Poland,Polish United Workers' Party (PZPR),1944,1989,"Sobotka, Zbigniew",M,Steelworker,1952,na,1988,1989,0,Regime Change,na
505,Poland,Polish United Workers' Party (PZPR),1944,1989,"Spychalski, Marian",M,Architect,1906,1980,1945,1949,3,Expulsion,Incarceration
506,Poland,Polish United Workers' Party (PZPR),1944,1989,"Spychalski, Marian",M,Architect,1906,1980,1959,1970,11,Demotion,No Punishment
507,Poland,Polish United Workers' Party (PZPR),1944,1989,"St?pie?, Zofia",F,Factory worker,1939,na,1986,1988,2,Demotion,No Punishment
508,Poland,Polish United Workers' Party (PZPR),1944,1989,"Strzelecki, Ryszard",M,Engineer,1907,1988,1964,1970,6,Demotion,No Punishment
509,Poland,Polish United Workers' Party (PZPR),1944,1989,"Swiatek, Zdzislaw",M,Coal miner,1944,na,1988,1989,0,Regime Change,na
510,Poland,Polish United Workers' Party (PZPR),1944,1989,"?wi?tkowski, Henryk",M,Lawyer,1896,1970,1948,1950,1,Resignation,No Punishment
511,Poland,Polish United Workers' Party (PZPR),1944,1989,"Szlachcic, Franciszek",M,Miner,1920,1990,1971,1975,4,Demotion,No Punishment
512,Poland,Polish United Workers' Party (PZPR),1944,1989,"Szydlak, Jan",M,Locksmith,1925,1997,1968,1980,11,Demotion,No Punishment
513,Poland,Polish United Workers' Party (PZPR),1944,1989,"Szyr, Eugeniusz",M,Party functionary,1915,2000,1964,1968,4,Demotion,No Punishment
514,Poland,Polish United Workers' Party (PZPR),1944,1989,"Tejchma, J¢zef",M,Party functionary,1927,na,1968,1980,11,Demotion,No Punishment
515,Poland,Polish United Workers' Party (PZPR),1944,1989,"Wanio?ka, Franciszek",M,Locksmith,1912,1971,1964,1968,4,Demotion,No Punishment
516,Poland,Polish United Workers' Party (PZPR),1944,1989,"Waszczuk, Jerzy",M,Party functionary,1937,2016,1980,1981,0,Demotion,No Punishment
517,Poland,Polish United Workers' Party (PZPR),1944,1989,"Werblan, Andrzej",M,Cooperative farmer,1924,na,1980,1980,0,Demotion,No Punishment
518,Poland,Polish United Workers' Party (PZPR),1944,1989,"Wojtaszek, Emil",M,Party functionary,1927,2017,1980,1981,1,Resignation,No Punishment
519,Poland,Polish United Workers' Party (PZPR),1944,1989,"Wo?niak, Marian",M,Manager,1936,1996,1982,1988,6,Demotion,No Punishment
520,Poland,Polish United Workers' Party (PZPR),1944,1989,"Wro?ski, Zygmunt",M,Engineer,1932,na,1981,1981,0,Demotion,No Punishment
521,Poland,Polish United Workers' Party (PZPR),1944,1989,"Wrzaszczyk, Tadeusz",M,Engineer,1932,2002,1975,1980,4,Demotion,No Punishment
522,Poland,Polish United Workers' Party (PZPR),1944,1989,"?abi?ski, Andrzej",M,Sociologist,1938,1988,1980,1981,0,Demotion,No Punishment
523,Poland,Polish United Workers' Party (PZPR),1944,1989,"Zambrowski, Roman",M,Party functionary,1909,1977,1945,1963,17,Resignation,No Punishment
524,Poland,Polish United Workers' Party (PZPR),1944,1989,"?andarowski, Zdzis?aw",M,Lawyer,1929,1994,1980,1980,0,Demotion,No Punishment
525,Poland,Polish United Workers' Party (PZPR),1944,1989,"Zawadzki, Alekander",M,Worker,1899,1964,1948,1964,15,Death,na
526,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Andrei, ?tefan",M,Hydraulic construction engineer,1931,na,1974,1989,15,Resignation,No Punishment
527,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Apostol, Gheorghe",M,Moulder,1913,2010,1948,1969,21,Demotion,No Punishment
528,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Banc, Iosif",M,Forest worker,1921,2007,1979,1989,10,Resignation,No Punishment
529,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"B?lan, Radu",M,Mining technician,1936,1995,1988,1989,1,Regime Change,na
530,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"B?lu??, Ion Bogdan",M,Electrician constructor,1932,na,1989,1989,0,Regime Change,na
531,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"B?rl?deanu, Alexandru",M,Professor,1911,1997,1962,1969,6,Resignation,No Punishment
532,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"BÉrlea, ?tefan",M,Engineer economist,1934,2014,1984,1988,3,Demotion,No Punishment
533,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Bobu, Emil",M,Iron turner,1927,2014,1974,1989,15,Regime Change,na
534,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Bodn?ras, Emil (Emilian)",M,Party functionary,1904,1976,1948,1976,27,Death,na
535,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Boril?, Petre (Iordan Dragan Rusev)",M,Electrical mechanic,1906,1973,1952,1965,13,Demotion,No Punishment
536,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Bradea, Maria",F,Turner,1937,na,1989,1989,0,Regime Change,na
537,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Burtic?, Cornel",M,Electromechanical engineer,1931,2013,1974,1982,7,Expulsion,No Punishment
538,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Cazacu, Virgil",M,Mechanical fitter,1927,na,1978,1989,11,Resignation,No Punishment
539,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Ceau?escu, Elena",F,Laboratory scientist,1919,1989,1974,1989,15,Regime Change,na
540,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Ceau?escu, Nicolae",M,Shoemaker,1918,1989,1954,1989,35,Regime Change,na
541,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Ceau?escu, Nicu",M,Physician,1951,1996,1984,1989,5,Regime Change,na
542,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Chi?inevschi, Iosif",M,Party functionary,1905,1964,1948,1957,9,Demotion,No Punishment
543,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Chivu, Stoica",M,Coppersmith,1908,1975,1945,1969,23,Demotion,No Punishment
544,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Chivu, Stoica",M,Coppersmith,1908,1975,1974,1975,0,Death,na
545,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Cioar?, Gheorghe (George)",M,Hydrotechnical construction engineer,1924,1993,1974,1979,4,Demotion,No Punishment
546,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Ciobanu (Gherghe), Lina",F,Weaver,1929,na,1974,1989,15,Regime Change,na
547,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Coliu (Kolev), Dumitru",M,Leather worker,1907,1985,1952,1965,13,Resignation,No Punishment
548,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Constantin, Leonard",M,Locksmith,1934,na,1981,1986,5,Demotion,No Punishment
549,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Constantin, Nicolae",M,Mechanical engineer,1925,na,1979,1989,10,Regime Change,na
550,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Constantinescu, Miron",M,Sociologist,1917,1974,1945,1957,11,Demotion,No Punishment
551,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Curticeanu, Silviu",M,Jurist,1933,na,1989,1989,0,Regime Change,na
552,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dalea, Mihai",M,Molder,1917,1980,1974,1979,4,Demotion,No Punishment
553,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"D?sc?lescu, Constantin",M,Turner,1923,2003,1978,1989,11,Regime Change,na
554,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"David, Gheorghe",M,Agronomist engineer,1932,1999,1984,1989,5,Regime Change,na
555,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"D?nic?, Petre",M,Coppersmith,1927,2001,1979,1982,2,Demotion,No Punishment
556,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dina, Carol",M,Mechanic adjuster,1937,2012,1989,1989,0,Regime Change,na
557,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dinc?, Ion",M,Turner,1928,2007,1976,1989,13,Regime Change,na
558,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dr?ghici, Alexandru",M,Railway mechanic,1913,1993,1954,1968,14,Expulsion,No Punishment
559,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dobrescu, Emilian",M,Economist,1933,na,1981,1983,1,Demotion,No Punishment
560,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dobrescu, Miu",M,Turner,1927,1994,1974,1989,15,Regime Change,na
561,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Dr?g?nescu, Emil",M,Electromechanical engineer,1919,2003,1974,1979,4,Demotion,No Punishment
562,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Enache, Marin",M,Mechanical engineer,1934,na,1982,1985,3,Demotion,No Punishment
563,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Enache, Petru",M,Iron lathe worker,1934,1987,1981,1987,0,Death - natural,na
564,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Fazek†?, J†no?",M,Teacher,1926,2004,1974,1982,7,Demotion,No Punishment
565,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Fazek†?, Ludovic",M,Electrician,1925,na,1979,1989,10,Regime Change,na
566,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Feder (Cetera?), Eva",F,Weaver,1926,2002,1979,1983,3,Demotion,No Punishment
567,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Filipa?, Cornelia",F,Seamstress,1926,na,1979,1982,2,Demotion,No Punishment
568,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Fr??il?, Ion",M,Mechanic,1939,na,1987,1989,2,Regime Change,na
569,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"G?inu?e, Alexandrina",F,Spinner,1932,2012,1979,1987,7,Demotion,No Punishment
570,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"G?inu?e, Alexandrina",F,Spinner,1932,2012,1988,1989,0,Demotion,No Punishment
571,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"GÉdea, Suzana",F,Metallurgy chemist,1919,1996,1979,1989,10,Regime Change,na
572,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Georgescu, Teohari",M,Printer,1908,1976,1945,1952,6,Expulsion,Incarceration
573,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,Gere Mihai,M,Mason,1919,1997,1974,1989,15,Regime Change,na
574,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Gheorghiu-Dej, Gheorghe",M,Electrician,1901,1965,1945,1965,19,Death,na
575,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Ghi?ulic?, Maria",F,Winding worker,1938,na,1984,1989,5,Regime Change,na
576,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Giosan, Nicolae",F,Agronomist engineer,1921,1990,1974,1989,15,Regime Change,na
577,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Ib?nescu, Neculai",M,Economist,1931,na,1987,1989,2,Demotion,No Punishment
578,Romania,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),1945,1989,"Iliescu, Ion",M,Energy engineer,1930,na,1974,1979,4,Demotion,No Punishment
